ゆきばら,,,1,名詞,固有名詞,人名,一般,*,*,ゆきばら,ユキバラ,ユキバラ
はすみ,,,1,名詞,固有名詞,人名,一般,*,*,はすみ,ハスミ,ハスミ
とーい,,,1,名詞,固有名詞,人名,一般,*,*,とーい,トーイ,トーイ
まこてぃあ,,,1,名詞,固有名詞,人名,一般,*,*,まこてぃあ,マコティア,マコティア
ﾔﾏｹﾞﾝ,,,1,名詞,固有名詞,人名,一般,*,*,やまげん,ヤマゲン,ヤマゲン
